ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
279,A,Flight,0.0,3,-0.524390243902439,0.0,low,F,2.0,-0.8861548045475782,1
280,B,Flight,-0.5,1,-0.7682926829268293,-1.0,low,M,2.0,-0.6927269895654883,1
281,C,Flight,-0.5,1,-0.10975609756097561,0.0,medium,M,2.0,-0.33857654570939105,1
282,F,Flight,0.5,4,-0.8170731707317073,0.0,medium,M,2.0,-0.9397290141722473,1
283,D,Flight,-0.5,3,-0.7195121951219512,0.0,low,F,2.0,-0.7590717956704564,1
284,F,Flight,0.5,4,-0.5975609756097561,0.0,low,F,2.0,-0.9341224108394331,1
285,A,Flight,0.5,5,0.1951219512195122,0.0,low,F,2.0,-0.28033016664071014,1
286,B,Flight,-1.0,4,-0.4024390243902439,1.0,medium,M,1.0,-0.5731194517987852,1
287,C,Flight,0.5,3,0.24390243902439024,-1.0,low,F,2.0,-0.26195296682759694,1
288,F,Flight,0.0,4,-0.7926829268292683,0.0,low,M,2.0,-0.6765301354929139,1
289,D,Flight,0.5,5,-0.7073170731707317,-1.0,low,M,2.0,-0.8061049680735088,1
290,F,Flight,0.0,2,-0.5121951219512195,0.0,medium,F,2.0,-0.7135960130820744,1
291,A,Flight,0.0,4,0.6829268292682927,0.0,low,M,0.8333333333333334,-0.2709858277526865,1
292,B,Ship,0.0,1,-0.0975609756097561,0.0,medium,M,2.0,-0.10652546332346986,1
293,C,Ship,0.0,3,-0.036585365853658534,1.0,medium,M,2.0,-0.3248715153402897,1
294,F,Ship,-0.5,2,-0.9512195121951219,1.0,low,M,2.0,-0.9528110886154805,1
295,D,Ship,0.5,1,-0.34146341463414637,-1.0,high,F,2.0,-0.05232829777293257,1
296,F,Ship,-0.5,1,-0.14634146341463414,-1.0,medium,M,2.0,-0.23391995016352593,1
297,A,Ship,0.0,2,-0.3780487804878049,0.0,medium,F,0.8333333333333334,-0.15667341535586357,1
298,B,Ship,0.0,4,0.21951219512195122,-1.0,low,M,2.0,-0.40118361625914967,1
299,C,Ship,0.0,2,-0.8170731707317073,1.0,medium,M,2.0,-0.9406634480610497,1
300,F,Ship,0.0,3,-0.9512195121951219,0.0,medium,M,2.0,-0.8154493069615325,1
301,D,Ship,0.5,3,-1.0609756097560976,0.0,low,F,2.0,-0.8419249338109329,1
302,F,Ship,0.0,5,-0.14634146341463414,-1.0,medium,M,2.0,-0.14141099517209157,1
303,A,Ship,-0.5,4,0.32926829268292684,-1.0,low,M,2.0,-0.1488864662825105,1
304,B,Ship,0.0,3,0.0975609756097561,-1.0,medium,M,2.0,-0.09842703628718268,1
305,C,Ship,-0.5,2,-0.3780487804878049,1.0,medium,F,0.8333333333333334,-0.42734776514561595,1
306,F,Ship,0.0,4,0.4268292682926829,0.0,medium,F,2.0,-0.11836162591496652,1
307,D,Ship,-0.5,1,0.35365853658536583,1.0,high,M,2.0,-0.09686964647251207,1
308,F,Ship,-0.5,3,-0.6219512195121951,0.0,medium,M,0.3333333333333333,-0.900794268805482,1
309,A,Ship,0.0,2,-0.5975609756097561,-1.0,high,M,0.6666666666666666,-0.7952032393708145,1
310,B,Ship,0.5,5,0.6341463414634146,0.0,medium,F,2.0,-0.33016664071016977,1
311,C,Ship,-0.5,4,-0.25609756097560976,-1.0,medium,M,2.0,-0.07475471110418938,1
312,F,Ship,-0.5,2,-0.7317073170731707,0.0,low,F,2.0,-0.9384831023205108,1
313,D,Ship,-0.5,3,-0.9024390243902439,0.0,medium,M,2.0,-0.9665161189845819,1
314,F,Ship,0.0,3,0.7073170731707317,0.0,medium,M,2.0,-0.13829621554275034,1
315,A,Ship,0.0,2,-0.8658536585365854,2.5,medium,M,2.0,-0.7771375175206354,1
316,B,Ship,0.0,2,-0.926829268292683,0.0,low,F,2.0,-0.7301043451175829,1
317,C,Ship,0.0,2,0.2926829268292683,-1.0,high,M,1.6666666666666667,-0.24637906868089082,1
318,F,Ship,0.0,5,0.7195121951219512,1.0,medium,F,2.0,-0.5531848621710014,1
319,D,Ship,-0.5,1,-0.17073170731707318,-1.0,medium,M,2.0,-0.4977417847687276,1
320,F,Ship,0.0,5,-0.012195121951219513,1.0,low,M,2.0,-0.5506930384675284,1
321,A,Ship,-0.5,4,0.12195121951219512,-1.0,medium,F,1.3333333333333333,-0.45102009032860924,1
322,B,Ship,0.0,5,-0.8902439024390244,0.0,medium,M,0.8333333333333334,-0.7715309141878212,1
323,C,Ship,-0.5,3,-0.7804878048780488,0.0,low,M,2.0,-0.9683849867621865,1
324,F,Ship,-0.5,1,-0.2682926829268293,-1.0,low,M,2.0,-0.4145771686653169,1
325,D,Ship,0.5,1,0.7926829268292683,1.0,medium,F,2.0,-0.2208378757202928,1
326,F,Ship,-0.5,4,0.3902439024390244,0.0,medium,M,2.0,-0.12490266313658309,1
327,A,Ship,-0.5,4,-0.5,0.0,medium,M,2.0,-0.7980065410372216,1
328,B,Ship,0.0,4,0.23170731707317074,1.0,medium,F,2.0,-0.5578570316150132,1
329,C,Ship,0.5,1,0.7317073170731707,-1.0,medium,M,2.0,-0.5376109640242953,1
330,F,Ship,0.0,5,0.35365853658536583,1.0,medium,F,2.0,-0.4257903753309453,1
331,D,Ship,-0.5,4,-0.2073170731707317,0.0,medium,F,2.0,-0.2248870892384364,1
332,F,Ship,0.0,3,-0.9024390243902439,0.0,high,F,2.0,-0.9584176919482946,1
333,A,Ship,-0.5,5,0.012195121951219513,0.0,medium,F,2.0,-0.48715153402896744,1
334,B,Ship,-0.5,4,-0.036585365853658534,0.0,medium,M,0.16666666666666666,-0.13673882572807974,1
335,C,Ship,0.0,2,0.07317073170731707,2.0,low,M,2.0,-0.40336396199968855,1
336,F,Ship,-0.5,1,-0.24390243902439024,1.0,low,M,2.0,-0.6612677153091419,1
337,D,Ship,0.5,1,0.5853658536585366,0.0,medium,F,2.0,-0.17131287961376732,1
338,F,Ship,0.0,4,-0.15853658536585366,-1.0,low,F,-1.0,-0.31210091885999064,1
339,A,Ship,-0.5,5,0.573170731707317,0.0,medium,M,1.3333333333333333,-0.361314437003582,1
340,B,Ship,0.0,4,-0.2804878048780488,2.5,low,F,2.0,-0.22551004516430462,1
341,C,Ship,-1.0,5,0.5,2.0,medium,F,2.0,-0.11649275813736178,1
342,F,Ship,-0.5,2,-0.5487804878048781,-1.0,high,M,2.0,-0.763432487151534,1
343,D,Ship,0.0,5,-0.6341463414634146,-1.0,medium,M,2.0,-0.6949073353060271,1
344,F,Ship,-1.0,5,0.4146341463414634,2.5,low,F,2.0,-0.43575767014483724,1
345,A,Ship,0.5,3,-0.2073170731707317,1.0,low,F,-0.8333333333333334,-0.6002180345740539,1
346,B,Ship,0.5,1,0.6097560975609756,0.0,low,M,-0.16666666666666666,-0.3946425790375331,1
347,C,Ship,0.5,5,0.5609756097560976,-1.0,medium,F,2.0,-0.42298707366453825,1
348,F,Ship,0.5,3,-0.34146341463414637,-1.0,medium,F,2.0,-0.5886933499454914,1
349,D,Ship,0.0,5,0.23170731707317074,1.0,low,F,2.0,-0.4977417847687276,1
350,F,Ship,0.5,1,-0.6463414634146342,0.0,low,M,2.0,-0.6836941286403987,1
351,A,Ship,0.0,5,-0.3170731707317073,0.0,low,F,1.0,-0.541971655505373,1
352,B,Ship,0.5,5,-0.524390243902439,-1.0,medium,F,2.0,-0.7643669210403364,1
353,C,Ship,-1.0,2,0.6463414634146342,0.0,medium,M,1.3333333333333333,-0.5195452421741161,1
354,F,Ship,0.0,3,0.5,-1.0,high,M,2.0,-0.37159320978040805,1
355,D,Ship,-0.5,2,-1.0,0.0,low,F,2.0,-0.8864662825105124,1
356,F,Ship,0.5,1,0.6341463414634146,0.0,low,F,2.0,-0.30898613923064944,1
357,A,Ship,-0.5,4,-0.1951219512195122,-1.0,low,M,2.0,-0.42828219903441833,1
358,B,Ship,-1.0,3,0.4024390243902439,-1.0,medium,F,2.0,-0.3183304781186731,1
359,C,Ship,-0.5,1,-0.9024390243902439,0.0,medium,F,2.0,-0.8902040180657218,1
360,F,Ship,0.0,3,-1.0121951219512195,2.0,low,M,-0.16666666666666666,-0.7755801277059649,1
361,D,Ship,0.5,2,0.3902439024390244,0.0,medium,M,2.0,-0.2843793801588538,1
362,F,Ship,-0.5,2,-0.6707317073170732,0.0,medium,F,-0.5,-0.7687276125214141,1
363,A,Ship,-0.5,5,-0.13414634146341464,-1.0,medium,M,2.0,-0.15791932720760007,1
364,B,Ship,0.0,3,-0.32926829268292684,1.0,high,F,2.0,-0.3139697866375954,1
365,C,Ship,1.0,2,-0.8292682926829268,0.0,low,F,2.0,-0.6893007319732128,1
366,F,Ship,-0.5,2,0.24390243902439024,0.0,medium,M,2.0,-0.638529824014951,1
367,D,Ship,-0.5,4,-1.1219512195121952,0.0,high,F,1.3333333333333333,-0.8705809064008722,1
368,F,Ship,-0.5,3,-0.9634146341463414,0.0,low,M,0.16666666666666666,-0.9577947360224264,1
369,A,Ship,-0.5,5,-1.353658536585366,0.0,low,M,-0.6666666666666666,-0.8553184862171002,1
370,B,Ship,-0.5,5,0.524390243902439,0.0,medium,F,2.0,-0.6154804547578259,1
371,C,Ship,0.0,3,-0.5487804878048781,-1.0,low,M,-0.8333333333333334,-0.8565643980688367,1
372,F,Ship,0.0,5,-0.6707317073170732,0.0,medium,M,1.8333333333333333,-0.7291699112287806,1
373,D,Ship,0.0,5,-0.3170731707317073,0.0,low,M,2.0,-0.34823236256034884,1
374,F,Ship,0.5,1,-0.9512195121951219,0.0,medium,M,2.0,-0.8500233608472201,1
375,A,Ship,0.5,1,0.15853658536585366,0.0,low,F,2.0,-0.3557078336707678,1
376,B,Ship,-0.5,5,0.5853658536585366,-1.0,low,F,2.0,-0.272231739604423,1
377,C,Ship,-1.0,3,-0.6951219512195121,-1.0,low,M,2.0,-0.6802678710481234,1
378,F,Ship,0.5,3,0.2926829268292683,-1.0,medium,F,2.0,-0.6528578103099206,1
379,D,Ship,-0.5,5,-0.7560975609756098,0.0,low,M,2.0,-0.893007319732129,1
380,F,Ship,-0.5,2,-0.15853658536585366,0.0,medium,M,-0.3333333333333333,-0.6569070238280642,1
381,A,Ship,-0.5,4,-0.8048780487804879,-1.0,low,M,2.0,-0.7385142501168043,1
382,B,Ship,0.5,2,-0.18292682926829268,1.0,low,F,2.0,-0.3937081451487307,1
383,C,Ship,0.5,4,0.012195121951219513,-1.0,low,F,2.0,-0.2018377199813113,1
384,F,Ship,0.0,5,-0.47560975609756095,-1.0,low,M,2.0,-0.8967450552873384,1
385,D,Road,0.0,3,0.2682926829268293,-1.0,high,M,2.0,-0.3195763899704096,1
386,F,Road,-1.0,5,-0.3902439024390244,-1.0,medium,F,2.0,-0.3902818875564554,1
387,A,Road,-0.5,1,0.45121951219512196,0.0,medium,M,2.0,-0.1404765612832892,1
388,B,Road,0.5,2,-0.5,0.0,low,F,0.0,-0.7145304469708769,1
389,C,Road,0.0,3,0.13414634146341464,0.0,low,F,2.0,-0.4865285781030992,1
390,F,Road,0.0,2,-0.573170731707317,1.0,low,F,2.0,-0.7612521414109952,1
391,D,Road,0.0,1,0.5487804878048781,0.0,low,M,2.0,-0.6213985360535742,1
392,F,Road,0.0,1,-0.43902439024390244,0.0,medium,F,2.0,-0.8023672325182993,1
393,A,Road,0.0,4,-0.43902439024390244,1.0,medium,F,1.0,-0.7895966360380003,1
394,B,Road,0.5,4,-0.5487804878048781,-1.0,low,F,2.0,-0.7425634636349479,1
395,C,Road,-0.5,2,0.7073170731707317,-1.0,low,M,2.0,-0.5693817162435758,1
396,F,Road,0.0,4,-0.3780487804878049,0.0,low,M,2.0,-0.27970721071484195,1
397,D,Road,-0.5,4,-0.10975609756097561,0.0,low,F,0.5,-0.44261018532938795,1
398,F,Road,-1.0,1,-1.1097560975609757,1.0,low,F,2.0,-0.969630898613923,1
399,A,Road,0.0,3,-0.7560975609756098,0.0,low,M,2.0,-0.839744588070394,1
400,B,Road,-0.5,1,0.07317073170731707,-1.0,high,F,2.0,-0.11711571406323003,1
401,C,Road,0.0,3,-0.975609756097561,0.0,low,M,2.0,-0.6802678710481234,1
402,F,Road,-0.5,2,0.036585365853658534,-1.0,high,M,2.0,-0.36038000311477963,1
403,D,Road,-0.5,2,0.6219512195121951,0.0,low,F,2.0,-0.42298707366453825,1
404,F,Road,0.0,2,0.4268292682926829,2.0,medium,M,2.0,-0.09749260239838031,1
405,A,Road,0.5,3,-0.012195121951219513,1.0,medium,F,2.0,-0.6684317084566267,1
406,B,Road,-1.0,2,-1.0975609756097562,0.0,low,F,2.0,-0.826973991590095,1
407,C,Flight,0.0,1,-0.4146341463414634,-1.0,low,M,2.0,-0.9207288584332658,1
408,F,Flight,0.0,5,-0.25609756097560976,0.0,medium,M,2.0,-0.5862015262420184,1
409,D,Flight,-0.5,2,-0.2682926829268293,0.0,medium,M,2.0,-0.25229714997663916,1
410,F,Flight,-1.0,5,-0.5853658536585366,0.0,medium,M,-0.6666666666666666,-0.7216944401183616,1
411,A,Flight,-0.5,2,0.6097560975609756,0.0,medium,M,-0.3333333333333333,-0.08970565332502725,1
412,B,Flight,-0.5,4,-0.17073170731707318,-1.0,medium,M,1.1666666666666667,-0.19342781498209002,1
413,C,Flight,0.0,3,-0.8780487804878049,1.0,medium,M,0.8333333333333334,-0.857498831957639,1
414,F,Flight,0.0,1,0.012195121951219513,-1.0,low,M,2.0,-0.33733063385765455,1
415,D,Flight,-1.0,1,0.04878048780487805,-1.0,low,M,1.3333333333333333,-0.43731505995950787,1
416,F,Flight,-0.5,2,-1.2073170731707317,0.0,low,F,2.0,-0.7273010434511759,1
417,A,Flight,0.0,3,-0.6707317073170732,0.0,low,M,2.0,-0.8780563775112911,1
418,B,Flight,0.5,5,-0.9878048780487805,0.0,low,M,2.0,-0.9129419093599128,1
419,C,Flight,0.5,2,-0.43902439024390244,0.0,low,M,2.0,-0.8198099984426102,1
420,F,Flight,0.0,2,-0.975609756097561,-1.0,low,F,2.0,-0.7584488397445881,1
421,D,Flight,-0.5,1,-0.36585365853658536,2.0,medium,F,2.0,-0.4999221305092665,1
422,F,Flight,0.0,2,0.45121951219512196,-1.0,medium,M,2.0,-0.5432175673571095,1
423,A,Flight,-0.5,2,-0.8902439024390244,0.0,low,M,0.0,-0.6902351658620153,1
424,B,Flight,0.0,4,0.18292682926829268,-1.0,medium,M,2.0,-0.11618128017442766,1
425,C,Flight,0.0,1,-0.13414634146341464,1.0,low,M,2.0,-0.10465659554586514,1
426,F,Flight,0.0,3,-0.6829268292682927,0.0,medium,F,2.0,-0.6970876810465659,1
427,D,Flight,-0.5,4,-0.573170731707317,0.0,medium,M,2.0,-0.745678243264289,1
428,F,Flight,0.5,4,-0.2073170731707317,1.0,low,F,2.0,-0.2635103566422676,1
429,A,Ship,-1.0,2,-0.9024390243902439,0.0,low,F,2.0,-0.7297928671546489,1
430,B,Ship,0.5,1,-0.10975609756097561,-1.0,medium,M,2.0,-0.180657218501791,1
431,C,Ship,0.5,5,-0.07317073170731707,0.0,low,F,2.0,-0.6637595390126149,1
432,F,Ship,0.0,2,-1.4390243902439024,0.0,low,M,2.0,-0.8892695841769195,1
433,D,Ship,1.0,4,-0.10975609756097561,0.0,low,F,2.0,-0.6494315527176452,1
434,F,Ship,0.0,2,0.012195121951219513,0.0,medium,F,2.0,-0.37252764366921043,1
435,A,Ship,0.0,1,0.024390243902439025,0.0,low,F,2.0,-0.46908581217878836,1
436,B,Ship,-0.5,1,-1.2439024390243902,-1.0,high,M,2.0,-0.7173337486372839,1
437,C,Ship,0.5,4,0.0975609756097561,0.0,low,F,2.0,-0.16103410683694128,1
438,F,Ship,0.5,2,-0.34146341463414637,0.0,medium,F,1.3333333333333333,-0.6217100140165084,1
439,D,Ship,-0.5,5,0.32926829268292684,0.0,medium,M,2.0,-0.4074131755178321,1
440,F,Ship,-0.5,3,-0.5121951219512195,0.0,low,F,2.0,-0.8970565332502726,1
441,A,Ship,-0.5,5,0.45121951219512196,-1.0,high,M,2.0,-0.5366765301354929,1
442,B,Ship,0.5,3,-0.2926829268292683,0.0,high,M,2.0,-0.4737579816228002,1
443,C,Ship,0.0,3,-0.34146341463414637,-1.0,medium,F,2.0,-0.41862638218346054,1
444,F,Ship,0.0,4,-0.08536585365853659,-1.0,medium,M,2.0,-0.4837252764366921,1
445,D,Ship,-0.5,3,-0.9634146341463414,0.0,low,F,2.0,-0.8668431708456626,1
446,F,Ship,0.0,4,-0.3048780487804878,-1.0,medium,F,1.8333333333333333,-0.3719046877433422,1
447,A,Ship,0.0,4,-0.5,2.0,medium,F,2.0,-0.7656128328920729,1
448,B,Ship,-0.5,4,-0.24390243902439024,0.0,medium,M,-0.6666666666666666,-0.6167263666095624,1
449,C,Ship,-0.5,1,-0.3780487804878049,0.0,low,M,2.0,-0.3522815760784924,1
450,F,Ship,0.0,3,-0.9024390243902439,-1.0,low,F,2.0,-0.9035975704718892,1
451,D,Ship,0.0,4,0.36585365853658536,0.0,medium,F,2.0,-0.4257903753309453,1
452,F,Ship,-1.0,3,-0.3048780487804878,1.0,low,M,2.0,-0.2473135025696932,1
453,A,Ship,-0.5,2,-0.6951219512195121,-1.0,medium,M,2.0,-0.8593676997352437,1
454,B,Ship,0.0,1,0.7439024390243902,2.5,medium,F,2.0,-0.4432331412552562,1
455,C,Ship,0.0,5,-0.9878048780487805,0.0,low,F,2.0,-0.8353838965893163,1
456,F,Ship,0.0,1,-0.7926829268292683,0.0,medium,M,2.0,-0.9254010278772777,1
457,D,Ship,-0.5,3,0.4878048780487805,-1.0,high,M,1.6666666666666667,-0.31023205108238594,1
458,F,Ship,-0.5,4,-0.8414634146341463,2.5,low,F,1.3333333333333333,-0.847220059180813,1
459,A,Ship,-0.5,2,-0.4268292682926829,2.0,low,F,2.0,-0.6721694440118362,1
460,B,Ship,0.5,2,-0.5609756097560976,0.0,low,M,2.0,-0.8170066967762031,1
461,C,Ship,0.0,1,-0.14634146341463414,0.0,medium,F,1.8333333333333333,-0.06509889425323158,1
462,F,Ship,-0.5,4,0.07317073170731707,2.5,low,M,2.0,-0.47624980532627315,1
463,D,Ship,-0.5,4,0.36585365853658536,2.5,low,M,-1.0,-0.450397134402741,1
464,F,Ship,0.0,2,-0.34146341463414637,2.5,medium,F,2.0,-0.32331412552561906,1
465,A,Ship,0.5,2,0.5975609756097561,2.5,medium,M,2.0,-0.31459274256346365,1
466,B,Ship,-0.5,2,0.975609756097561,1.0,low,F,1.3333333333333333,-0.8817941130665006,1
467,C,Ship,-0.5,5,0.14634146341463414,-1.0,medium,F,-0.8333333333333334,-0.9674505528733842,1
468,F,Ship,0.0,4,-0.5,2.0,medium,F,-0.8333333333333334,-0.9263354617660801,1
469,D,Ship,-0.5,5,-0.24390243902439024,0.0,medium,F,0.5,-0.5830867466126771,1
470,F,Ship,-0.5,5,-0.3780487804878049,0.0,low,F,-0.8333333333333334,-0.21491979442454445,1
471,A,Ship,0.0,1,-0.9024390243902439,-1.0,low,M,2.0,-0.7410060738202772,1
472,B,Ship,0.0,3,0.36585365853658536,0.0,medium,M,0.16666666666666666,-0.25883818719825574,1
473,C,Ship,-1.0,2,-0.3048780487804878,1.0,low,M,0.3333333333333333,-0.2292477807195141,1
474,F,Ship,-0.5,1,-0.6951219512195121,-1.0,medium,F,2.0,-0.8173181747391373,1
475,D,Ship,0.0,3,0.7439024390243902,2.5,medium,M,0.5,-0.6403986917925557,1
476,F,Ship,0.0,5,-0.9878048780487805,0.0,low,M,2.0,-0.9521881326896122,1
477,A,Ship,0.0,2,-0.7926829268292683,0.0,medium,M,2.0,-0.7120386232674039,1
478,B,Ship,-0.5,4,0.4878048780487805,-1.0,high,F,2.0,-0.054820121476405546,1
479,C,Ship,-0.5,4,-0.8414634146341463,2.5,low,F,2.0,-0.7958261952966827,1
480,F,Ship,-0.5,5,-0.4268292682926829,2.0,low,M,2.0,-0.9456470954679956,1
481,D,Ship,0.5,4,-0.5609756097560976,0.0,low,F,1.0,-0.8821055910294346,1
482,F,Ship,0.0,5,-0.14634146341463414,0.0,medium,F,2.0,-0.3015106681202305,1
483,A,Ship,-0.5,3,0.07317073170731707,2.5,low,M,2.0,-0.6254477495717178,1
484,B,Ship,-0.5,2,0.36585365853658536,2.5,low,F,2.0,-0.18283756424232986,1
485,C,Ship,0.0,3,-0.34146341463414637,2.5,medium,F,2.0,-0.6500545086435134,1
486,F,Ship,0.5,5,0.5975609756097561,2.5,medium,F,0.3333333333333333,-0.5958573430929762,1
487,D,Ship,-0.5,1,0.975609756097561,1.0,low,F,2.0,-0.8257280797383585,1
488,F,Ship,0.0,1,-0.9146341463414634,0.0,low,F,2.0,-0.7282354773399782,1
489,A,Ship,1.5,5,-0.2682926829268293,0.0,low,M,2.0,-0.8095312256657842,1
490,B,Ship,-0.5,3,0.25609756097560976,0.0,low,M,-0.3333333333333333,-0.3376421118205887,1
491,C,Ship,-1.0,1,-0.4634146341463415,0.0,low,F,1.3333333333333333,-0.6706120541971655,1
492,F,Ship,0.5,4,0.12195121951219512,0.0,low,F,2.0,-0.4740694595857343,1
493,D,Ship,-0.5,4,-1.048780487804878,0.0,medium,F,2.0,-0.8176296527020713,1
494,F,Ship,0.5,4,0.14634146341463414,2.0,low,M,2.0,-0.5946114312412397,1
495,A,Ship,0.5,1,-0.6585365853658537,2.0,medium,F,1.5,-0.8170066967762031,1
496,B,Ship,-0.5,1,-0.2073170731707317,2.0,low,M,2.0,-0.5995950786481856,1
497,C,Ship,0.0,2,0.024390243902439025,0.0,low,F,0.8333333333333334,-0.5843326584644136,1
498,F,Ship,0.0,4,-0.18292682926829268,-1.0,low,M,0.3333333333333333,-0.3345273321912475,1
499,D,Ship,0.5,5,0.6951219512195121,-1.0,low,M,2.0,-0.0598037688833515,1
500,F,Ship,0.5,1,-0.15853658536585366,0.0,low,F,2.0,-0.46472512069771066,1
501,A,Ship,-0.5,4,-0.024390243902439025,-1.0,low,M,2.0,-0.6628251051238125,1
502,B,Ship,-0.5,2,-0.45121951219512196,0.0,low,M,0.5,-0.781186731038779,1
503,C,Ship,-0.5,4,-0.2804878048780488,1.0,medium,F,2.0,-0.38810154181591655,1
504,F,Ship,-0.5,2,-0.4878048780487805,0.0,low,M,2.0,-0.6737268338265068,1
505,D,Ship,0.5,3,-0.6341463414634146,-1.0,low,F,1.1666666666666667,-0.966827596947516,1
506,F,Ship,-0.5,1,0.06097560975609756,-1.0,low,F,2.0,-0.45257748014327986,1
507,A,Ship,0.0,4,-0.7195121951219512,0.0,medium,F,2.0,-0.8497118828842859,1
508,B,Ship,0.5,3,0.1951219512195122,0.0,medium,F,-0.6666666666666666,-0.3818719825572341,1
509,C,Ship,0.0,5,-0.2682926829268293,-1.0,medium,F,2.0,-0.5145615947671702,1
510,F,Ship,0.5,2,0.25609756097560976,0.0,low,M,1.1666666666666667,-0.3628718268182526,1
511,D,Ship,-0.5,2,-0.17073170731707318,0.0,low,M,2.0,-0.15791932720760007,1
512,F,Ship,0.5,2,-0.5121951219512195,0.0,medium,M,2.0,-0.7730883040024918,1
513,A,Ship,0.5,4,-0.6585365853658537,1.0,low,F,-0.16666666666666666,-0.7930228936302757,1
514,B,Ship,0.5,3,0.43902439024390244,2.0,low,M,0.8333333333333334,-0.4444790531069927,1
515,C,Ship,0.0,2,-0.4878048780487805,0.0,low,M,0.3333333333333333,-0.76841613455848,1
516,F,Ship,-0.5,2,-0.12195121951219512,0.0,high,F,2.0,-0.1685095779473602,1
517,D,Ship,-0.5,5,0.7317073170731707,0.0,medium,F,2.0,-0.20962466905466437,1
518,F,Ship,0.5,5,0.5853658536585366,-1.0,medium,F,2.0,-0.12614857498831958,1
519,A,Ship,0.0,5,-0.926829268292683,0.0,medium,M,2.0,-0.7363339043762653,1
520,B,Ship,-0.5,1,0.012195121951219513,0.0,medium,F,-0.8333333333333334,-0.08596791776981778,1
521,C,Ship,-0.5,1,-0.8414634146341463,-1.0,low,F,2.0,-0.7400716399314748,1
522,F,Road,0.0,5,-0.7926829268292683,-1.0,medium,M,2.0,-0.9369257125058402,1
523,D,Road,1.0,5,-0.024390243902439025,-1.0,medium,M,2.0,-0.5575455536520791,1
524,F,Road,-0.5,1,-0.7195121951219512,0.0,medium,F,2.0,-0.9207288584332658,1
525,A,Road,0.5,2,-0.7317073170731707,0.0,low,M,2.0,-0.9067123501012303,1
526,B,Road,-0.5,3,0.4268292682926829,0.0,medium,M,2.0,-0.6154804547578259,1
527,C,Road,0.5,1,-0.0975609756097561,-1.0,low,M,-0.8333333333333334,-0.20526397757358666,1
528,F,Road,0.0,5,0.25609756097560976,0.0,medium,F,2.0,-0.6646939729014172,1
529,D,Road,0.5,5,0.573170731707317,0.0,medium,F,0.16666666666666666,-0.2778383429372372,1
530,F,Road,1.0,1,0.35365853658536583,1.0,high,F,2.0,-0.19062451331568292,1
531,A,Road,-0.5,2,0.2804878048780488,-1.0,high,M,2.0,-0.32580594922909206,1
532,B,Road,-1.0,4,-0.4268292682926829,-1.0,low,F,2.0,-0.7005139386388413,1
533,C,Road,0.0,3,-0.2682926829268293,0.0,low,F,2.0,-0.20277215387011369,1
534,F,Road,-0.5,1,-0.8902439024390244,0.0,medium,F,2.0,-0.7198255723407568,1
535,D,Road,-0.5,2,0.3780487804878049,0.0,low,F,2.0,-0.610808285313814,1
536,F,Road,0.0,4,-0.45121951219512196,1.0,medium,F,2.0,-0.7397601619685408,1
537,A,Road,-1.0,3,-0.7317073170731707,1.0,high,F,1.6666666666666667,-0.7014483725276437,1
538,B,Road,0.0,4,0.17073170731707318,0.0,medium,F,0.8333333333333334,-0.2460675907179567,1
539,C,Road,-0.5,3,-0.08536585365853659,2.5,high,F,2.0,-0.13923064943155272,1
540,F,Road,0.0,4,0.6341463414634146,1.0,medium,F,2.0,-0.45102009032860924,1
541,D,Road,-0.5,3,-0.5121951219512195,0.0,medium,F,2.0,-0.7606291854851269,1
542,F,Road,0.0,3,-0.8780487804878049,0.0,low,F,2.0,-0.8213673882572808,1
543,A,Road,0.0,5,0.04878048780487805,0.0,low,F,2.0,-0.2955925868244822,1
544,B,Flight,-0.5,3,0.2073170731707317,-1.0,low,M,2.0,-0.3697243420028033,1
545,C,Flight,0.0,2,-0.4146341463414634,0.0,low,F,2.0,-0.8456626693661423,1
546,F,Flight,-0.5,1,-0.5609756097560976,0.0,low,M,2.0,-0.704874630119919,1
547,D,Flight,0.5,5,-0.8170731707317073,1.0,high,F,2.0,-0.7808752530758449,1
548,F,Flight,0.5,4,0.3780487804878049,2.0,low,M,-0.16666666666666666,-0.1734932253543062,1
549,A,Flight,-1.0,4,-0.3902439024390244,0.0,medium,M,2.0,-0.1111976327674817,1
550,B,Flight,-0.5,4,-0.4634146341463415,0.0,medium,F,0.16666666666666666,-0.8042361002959041,1
551,C,Flight,0.5,3,-0.2073170731707317,1.0,medium,F,2.0,-0.3837408503348388,1
552,F,Flight,-0.5,5,0.23170731707317074,0.0,medium,M,2.0,-0.19623111664849713,1
553,D,Flight,-0.5,4,-0.7073170731707317,-1.0,low,M,0.16666666666666666,-0.9356798006541037,1
554,F,Flight,-1.0,3,0.524390243902439,1.0,medium,F,2.0,-0.6466282510512381,1
555,A,Flight,0.5,4,0.43902439024390244,0.0,low,F,0.6666666666666666,-0.241706899236879,1
556,B,Flight,0.5,4,-0.3048780487804878,2.0,low,M,-0.6666666666666666,-0.2641333125681358,1
557,C,Flight,-0.5,3,0.5,-1.0,high,M,0.0,-0.26101853293879457,1
558,F,Flight,-1.0,3,-0.1951219512195122,-1.0,medium,M,2.0,-0.19778850646316773,1
